user_id,items_count,steam_id,playtime_forever,playtime_2weeks
tallme22,219,76561198079430495,22053,0
Dr_Cannibalism,0,76561198003857685,0,0
76561198045349941,179,76561198045349941,1590,0
LightReflections,0,76561198008023831,0,0
76561198067683121,59,76561198067683121,4341,0
green_fox12,77,76561198086529413,0,0
76561198061762817,0,76561198061762817,0,0
eph3k,5,76561197991354478,126,0
76561198049488471,10,76561198049488471,28588,0
renegadematt74,131,76561198061944973,4,0
76561198067632713,36,76561198067632713,12692,0
76561198067686665,4,76561198067686665,178,0
76561198052609538,23,76561198052609538,0,0
Jackrocks217,38,76561198049442802,39,0
djnien123,69,76561198042371300,738,0
76561198061178366,132,76561198061178366,79,0
76561198066572102,44,76561198066572102,134,0
drduckphd,115,76561198083392637,222,0
76561197999539608,0,76561197999539608,0,0
drmeeep,66,76561197998727414,17728,0
Redjay1,72,76561198070430305,7731,0
76561198081093714,0,76561198081093714,0,0
pixelturtle,115,76561198018145493,46,0
ms31ms,48,76561198018767285,2966,0
76561198071964581,81,76561198071964581,207,0
DoctorSpaceman,261,76561198009938963,1438,0
76561198088830592,26,76561198088830592,57,0
not_a_weeaboo,142,76561198054443718,84,0
76561198073666829,36,76561198073666829,7632,0
76561198014834244,50,76561198014834244,0,0
76561198068194476,178,76561198068194476,119,0
76561198011037184,176,76561198011037184,0,0
dragydragon,18,76561198074840855,64,0
76561198040152832,61,76561198040152832,3021,0
76561198064608457,24,76561198064608457,20820,41
baimee,68,76561198096940977,1447,0
76561198057660678,141,76561198057660678,164,0
76561198036808112,54,76561198036808112,31,0
76561198034926674,43,76561198034926674,519,0
76561198044946320,31,76561198044946320,314,0
76561197970563337,0,76561197970563337,0,0
76561198028843194,165,76561198028843194,325,0
76561198106595462,35,76561198106595462,88,0
76561198063432640,153,76561198063432640,310,0
76561197961326538,0,76561197961326538,0,0
76561198043636856,190,76561198043636856,194,0
Dramiken,47,76561198057300696,643,0
76561198032260429,33,76561198032260429,2112,0
76561198074479756,75,76561198074479756,47,0
76561198099625111,2,76561198099625111,311,0
dravenk,124,76561198101327149,1300,0
Ctrl_Alt_Kaboom,75,76561198070430325,955,0
Draydian,32,76561198097882668,20,0
drazsyker,407,76561198069694423,0,0
dreadedfungus,0,76561197988808561,0,0
76561198112110389,60,76561198112110389,1623,0
millplaygame,327,76561198087262551,4026,0
76561198065716976,0,76561198065716976,0,0
76561197971627623,31,76561197971627623,1,0
76561198041309138,29,76561198041309138,14677,0
Drewmatic,823,76561198045950134,97,0
DrexelWhiteWalter,58,76561198015877517,241,0
76561198086091748,0,76561198086091748,0,0
RealYams,23,76561198068367916,18843,344
76561198045470612,77,76561198045470612,373,0
76561198096927676,32,76561198096927676,107,0
76561198073975705,49,76561198073975705,2374,0
76561198084623564,25,76561198084623564,51,0
DripU,94,76561198060107128,401,0
drako227,40,76561198060939822,649,0
Drizzless,0,76561198005666834,0,0
xDrkx,87,76561198050653569,1107,0
76561198050271217,42,76561198050271217,439,0
DrMolo,131,76561198096334226,3,0
Drocadile,206,76561198059412303,40690,141
76561198014421677,63,76561198014421677,7301,0
Drocadile,206,76561198059412303,40690,141
76561198014421677,63,76561198014421677,7301,0
droidcommandohero,89,76561198064948429,7105,0
droids18,50,76561198068079000,4965,0
76561198070624749,13,76561198070624749,0,0
Mexican-Putin,61,76561198042895862,13301,0
76561198079218581,116,76561198079218581,1649,0
76561198063882554,102,76561198063882554,1997,0
76561198137613051,55,76561198137613051,38,0
SpiicyOrange,290,76561198140076303,274,0
76561198075369739,46,76561198075369739,12,0
76561198039160345,19,76561198039160345,31,0
76561198043983453,82,76561198043983453,2115,0
drunkchef,57,76561198072194204,391,0
pot-a-toe,191,76561198074757343,310,0
edwardthomas6262,71,76561198060926097,210,0
awpsum,172,76561197999199969,62221,0
KeepTheChangeYouFilthyAnimal,154,76561198096553653,418,0
76561197960888883,40,76561197960888883,0,0
Dr_Facepalm,48,76561198050556387,1852,0
NuClearBomba,43,76561198042820118,2997,0
76561198025394215,146,76561198025394215,0,0
76561198092005310,18,76561198092005310,5,0
DeccasTurboJ,16,76561198065420198,2779,0
gingerninger,281,76561198054501521,46,0
Spclst69,35,76561197994459576,51,0
76561198068718484,0,76561198068718484,0,0
Dub5,40,76561198101200375,6280,0
DubberRucky,51,76561198067099695,36,0
76561198026499224,0,76561198026499224,0,0
dubstep3000,148,76561197971189946,0,0
chuzz,59,76561197967893387,0,0
76561198073818055,0,76561198073818055,0,0
BESTPERSON,353,76561198055093291,148,0
76561198062039624,106,76561198062039624,899,0
PirateDucky,67,76561198081728029,2694,0
76561197982437091,88,76561197982437091,3778,0
adrian_duckling,0,76561198003733756,0,0
Duckei,257,76561198045582914,24,0
76561198044588815,214,76561198044588815,104,0
TheDucktor,177,76561198052523236,935,0
Napalm_Industry,455,76561198035066628,16,0
Duckuy,56,76561198070968488,315,0
76561197973219617,166,76561197973219617,0,0
76561198085125793,87,76561198085125793,98994,123
dudumon,51,76561198070728875,183,0
76561198060747681,116,76561198060747681,1108,0
Duergar,84,76561198045743096,49,0
76561198075601406,18,76561198075601406,0,0
76561198015892252,76,76561198015892252,465,0
flamingdrag00n,37,76561198071576529,738,0
76561198068392470,76,76561198068392470,75,0
readthisURL,33,76561198101925574,5540,0
THEDUKEYBRO,0,76561198027463777,0,0
76561198041709308,97,76561198041709308,92,0
min3man,43,76561198073442654,489,0
76561198068748380,15,76561198068748380,1974,0
76561198055400340,88,76561198055400340,7712,0
76561198106782017,123,76561198106782017,724,0
Dunaway,171,76561198028389626,0,0
rosalindo,266,76561198075430879,7,0
76561198038301951,168,76561198038301951,898,0
76561198055542679,73,76561198055542679,0,0
76561198070859502,26,76561198070859502,870,170
DusCrazyPerson,136,76561198077119864,121,0
76561198070376295,123,76561198070376295,829,0
76561198048334447,39,76561198048334447,3061,740
45883274,275,76561198006149002,26,0
76561198083326262,20,76561198083326262,556,0
dustydustkid,83,76561198085295901,11522,0
76561197998609347,19,76561197998609347,134,0
MAKLO_GEMING_xDDDD,140,76561198159081249,326,0
SlaveOfRage,0,76561198054067431,0,0
PrintedinGold,281,76561197994059162,101,0
76561198036933069,54,76561198036933069,0,0
dwarfenninja,18,76561198053128380,1146,0
Asyamercilicious,87,76561198057807833,202538,0
76561198067953398,6,76561198067953398,5091,0
TEE4,222,76561198061366607,0,0
76561198046914681,78,76561198046914681,80,0
pizzerman,83,76561198089967981,17,0
DyeuSBruzzies,0,76561198080304850,0,0
AnimuIsLyfe,0,76561198079950180,0,0
76561198026167749,127,76561198026167749,82,0
76561198045698134,18,76561198045698134,6638,15
DylanKenzo,63,76561198064953241,25777,0
FireCannotBeContained,73,76561198067717788,507,0
Dyrrrrran,37,76561198043946294,0,0
76561198011431696,121,76561198011431696,0,0
76561198010698336,0,76561198010698336,0,0
76561198098852080,24,76561198098852080,28,0
exsaw19,41,76561198044431938,1579,0
76561198065621863,48,76561198065621863,3604,82
mukeshmani,16,76561198068543735,1717,0
76561198006443105,155,76561198006443105,0,0
76561198008793871,33,76561198008793871,1049,0
76561198037009287,89,76561198037009287,0,0
Legendld,142,76561198095279995,0,0
GremoryEagle,39,76561198076227203,336763,9089
76561198064646436,67,76561198064646436,844,0
76561198049800342,0,76561198049800342,0,0
76561198051643300,25,76561198051643300,68,0
76561198077167502,14,76561198077167502,1271,0
76561198025974375,63,76561198025974375,108,0
76561198068580264,0,76561198068580264,0,0
76561198044208957,46,76561198044208957,14,0
76561198084685872,58,76561198084685872,1430,0
76561198075141837,135,76561198075141837,48,0
76561198084882533,98,76561198084882533,14177,109
76561198103108238,60,76561198103108238,68,0
ineedacsgolobu,78,76561198097497290,13,0
76561198039234753,27,76561198039234753,14,0
76561198044052424,80,76561198044052424,532,0
76561198047195623,92,76561198047195623,554,0
76561198048030308,262,76561198048030308,15074,0
76561198072702385,13,76561198072702385,499,0
azkk,90,76561198062099236,560,0
76561198154327546,5,76561198154327546,27279,133
landaishan,79,76561197979802017,837,0
76561198044965372,97,76561198044965372,98,0
EcoBro2,19,76561198065049924,2287,0
ecobro3,23,76561198065061868,0,0
vesgozina,10,76561198073452950,47,0
76561198048916475,120,76561198048916475,17,0
76561198013282313,51,76561198013282313,1024,0
76561198041784567,133,76561198041784567,524,0
76561198094321155,155,76561198094321155,333,0
76561198063000481,59,76561198063000481,2380,0
76561198061921235,286,76561198061921235,1696,0
76561198077985031,46,76561198077985031,8139,282
76561198005576563,214,76561198005576563,141,0
EdenArchaic,0,76561198040694178,0,0
NinjaPrei,53,76561198074764055,150,0
Highpancake,75,76561198053366833,902,0
76561198011927976,168,76561198011927976,0,0
76561198089095498,0,76561198089095498,0,0
76561198043089559,19,76561198043089559,3708,0
76561198062533699,92,76561198062533699,88,0
EdKoN,0,76561198000989598,0,0
76561198074673097,116,76561198074673097,0,0
Eduditto,89,76561198068144347,13433,0
fghjndaguihuigheir,0,76561198038284896,0,0
76561198037366452,246,76561198037366452,671,0
Sanskeleteen,134,76561198080573066,5736,0
HeyGoodCookin,0,76561198070866956,0,0
76561198069726647,22,76561198069726647,2532,0
edyac,182,76561197996152258,797,0
Eehee,341,76561198088943478,5368,46
76561198085158205,44,76561198085158205,3705,0
76561198047746970,113,76561198047746970,1529,0
76561198058933441,116,76561198058933441,371,0
assassintorteachip,192,76561198061755442,295,0
76561198038228033,106,76561198038228033,995,0
76561198047942122,0,76561198047942122,0,0
76561198038840599,155,76561198038840599,1462,0
76561198074156090,46,76561198074156090,72,0
conco_gg,111,76561198075194449,58,0
76561198060423795,0,76561198060423795,0,0
76561198079329602,19,76561198079329602,5804,0
76561198041034225,17,76561198041034225,0,0
senpiflesh,100,76561198063039309,3400,19
Ehryus,132,76561198068555448,26,0
76561198049268659,138,76561198049268659,0,0
eiberg10,81,76561198066702353,85,0
FluffiestChicken,445,76561198009779260,0,0
lolfail0009,87,76561198042981450,0,0
eiglow,52,76561198083440931,24,0
nano11ful,38,76561198023680033,35952,32
BankBunk,71,76561198094693305,0,0
SuccForCancer,133,76561198086061120,189,0
76561197997555288,60,76561197997555288,0,0
ejennings,0,76561198025094408,0,0
morecoolerthanu,38,76561198058678425,410,0
564743553uy5367,52,76561198000723217,80018,0
76561198041122979,219,76561198041122979,157,0
Ekijo,50,76561198066048296,0,0
the_commissariat,47,76561198064392157,5969,49
flesz,129,76561198007350389,2820,0
lolm8y,35,76561198061548674,193,0
76561198068550186,97,76561198068550186,518,0
76561198091331725,21,76561198091331725,142,0
CRAWLING-ON-MY-CRAWL,92,76561198047288864,1010,0
qwevor,83,76561198066922799,117,0
76561198086311312,11,76561198086311312,1,0
76561198067329668,67,76561198067329668,76,0
76561198073902962,45,76561198073902962,37108,83
pejelagarto0,133,76561198060662730,1168,0
76561198103357676,60,76561198103357676,46507,918
76561198100006420,80,76561198100006420,11182,0
76561198007538539,123,76561198007538539,5807,0
mixedupgames,21,76561198067888220,9198,0
Ultrach,47,76561198085218037,4209,56
Elbio007,58,76561198052300873,5419,0
76561198066508542,0,76561198066508542,0,0
elcasero,108,76561198090402415,11834,0
76561198063046120,0,76561198063046120,0,0
76561198098850999,37,76561198098850999,72,0
HiDDED,158,76561198041207007,30661,0
76561198068289279,162,76561198068289279,63,0
qbeggs,224,76561197965491953,0,0
thomas_v2000,130,76561198068153798,41,0
76561198061455162,5,76561198061455162,0,0
Hugenanagugu2,82,76561198085964057,1399,0
76561197999267302,0,76561197999267302,0,0
76561197999267302,0,76561197999267302,0,0
76561198011493875,167,76561198011493875,508,0
76561198088083391,0,76561198088083391,0,0
76561198056652803,134,76561198056652803,0,0
ElectroSpeed,29,76561198081729628,16189,0
localadelaideman,0,76561197968898619,0,0
76561198060319088,41,76561198060319088,1562,0
elektro_haus,342,76561198009872417,1,0
76561198060785575,39,76561198060785575,168,0
Elemento2113,98,76561198067417834,20111,0
elgerjp,329,76561198064820221,28482,0
76561198061790462,19,76561198061790462,0,0
Elie1234,92,76561197984174819,176,0
elind21,29,76561198070414265,1195,0
76561198069687708,77,76561198069687708,2106,0
76561198092101068,2,76561198092101068,9499,0
elitepaperweight,61,76561198064452321,2319,0
76561198017222722,0,76561198017222722,0,0
skullduggery55,214,76561197971444292,0,0
Elk160,198,76561198042565273,580,0
elkpodeush,32,76561198065460944,18513,504
Elkurr,66,76561198106338688,2583,0
Ellaia,115,76561198085980027,5259,0
76561198066602189,0,76561198066602189,0,0
76561198059400831,31,76561198059400831,123,0
76561197973337386,0,76561197973337386,0,0
76561198076357381,54,76561198076357381,2961,0
76561198082975705,50,76561198082975705,0,0
elrims,141,76561198069606434,36292,0
76561198018465863,87,76561198018465863,124,0
Elt0r,155,76561198044005965,84,0
theeternalstruggle,90,76561198059443157,532,0
marshythemarshmallowman,108,76561197999004967,0,0
Boracks,24,76561198098589323,1406,0
76561197960564189,56,76561197960564189,0,0
76561197966953732,0,76561197966953732,0,0
76561198071534186,154,76561198071534186,1219,0
76561198045272489,93,76561198045272489,688,0
hikkipenk,0,76561198012253831,0,0
emilymaykong,15,76561198045748028,9174,0
Ember1654,254,76561198035792701,3,0
76561198066226356,124,76561198066226356,1297,0
76561198049440934,170,76561198049440934,0,0
76561198051764403,0,76561198051764403,0,0
76561198088869440,62,76561198088869440,4040,8
oshilorenzo89,22,76561198090400574,51,0
emoshroom,0,76561198036662499,0,0
76561198011526765,0,76561198011526765,0,0
EmperorBadger,207,76561198045797718,437,0
Kazanator93,143,76561198043933941,163,0
76561198070113262,0,76561198070113262,0,0
EmperorFaiz,94,76561198044283501,1460,0
emperorsly,281,76561197997588056,27216,0
emporer88,70,76561198091787199,2389,140
mting4,42,76561198054280771,1390,0
76561197978325110,0,76561197978325110,0,0
Emrald,210,76561197992055078,490,0
76561198066274067,34,76561198066274067,11535,1355
76561198074951189,142,76561198074951189,34015,0
76561198040378347,88,76561198040378347,83,0
Red_Slinger,88,76561198057831980,562,0
Ender2545,122,76561198054619387,992,0
76561198065344627,43,76561198065344627,73,0
oxidexx,73,76561198022620485,0,0
EndofMedia,92,76561198058476259,200,0
76561198041625771,13,76561198041625771,1693,0
76561198041108364,58,76561198041108364,624,0
enflan,90,76561198068256481,61,0
EngesDesTodes,0,76561198095390668,0,0
whoisENIGMA,0,76561198065405459,0,0
76561198112984906,31,76561198112984906,1046,0
76561198023403624,0,76561198023403624,0,0
Enska,378,76561198002010290,116,0
76561198053524100,62,76561198053524100,14643,13
76561198085252548,20,76561198085252548,86,0
EnvyMouse,77,76561198103221464,72,0
76561198056764604,27,76561198056764604,1509,0
76561197999485868,70,76561197999485868,529,0
76561198065927733,0,76561198065927733,0,0
76561198067669838,10,76561198067669838,0,0
76561198067001340,15,76561198067001340,7825,0
epicbudgie,0,76561198050879474,0,0
CaptainCrytec,99,76561198093203639,1466,0
76561198049218597,60,76561198049218597,1543,0
76561198083563596,92,76561198083563596,212,0
epiclyralphy,503,76561198052783793,0,0
76561198094065803,115,76561198094065803,32,0
youareverygay,98,76561198088265238,31,0
epicpieman101,151,76561198048431476,91,0
Epicruins195,150,76561198089041882,146,0
epicsnail1996,99,76561198086097113,221,0
chumlee0409,52,76561198071237195,286,0
doyouwantorp,73,76561198074254919,18506,69
chris849,67,76561198019861500,503,0
76561198071748761,12,76561198071748761,40,0
Eralus,280,76561198028549775,114,0
erase883,433,76561197992204503,136,0
76561198096686903,0,76561198096686903,0,0
justen2000,34,76561198097502364,1,0
phazeback,185,76561198011567219,4791,0
holy_angel_of_death,86,76561198115410774,0,0
BongLord69,257,76561198058530277,0,0
radiusstep,83,76561198092042188,1803,1
SynysterGates18,91,76561198086724167,579,0
76561198096349848,0,76561198096349848,0,0
76561198022095362,184,76561198022095362,160,0
76561197971124277,0,76561197971124277,0,0
76561198052272007,205,76561198052272007,447,0
eryx89,91,76561198034466914,77,0
76561198073457050,5,76561198073457050,721,0
escapetradingprofile,92,76561198057552217,2331,0
76561198048432706,34,76561198048432706,1758,0
76561198016122270,120,76561198016122270,876,0
76561198047591558,103,76561198047591558,1505,0
76561198072436531,84,76561198072436531,766,0
esem88,67,76561198078823117,289,0
CoolerCats,61,76561197990993068,30934,0
76561198033165360,96,76561198033165360,38,0
76561198035243150,0,76561198035243150,0,0
76561198049845244,41,76561198049845244,2247,0
76561198054909728,0,76561198054909728,0,0
76561198045345917,109,76561198045345917,176,0
76561198025749178,201,76561198025749178,218,0
joaquinmoratillo,44,76561198075122493,381,0
76561198095949314,140,76561198095949314,957,0
12DeAgostoAs12HRSe26MIN,35,76561198056803348,61,0
AlastorSeah,499,76561198040651489,0,0
estyc,0,76561198011226531,0,0
Esvada,64,76561198085790847,394,0
evileta,135,76561197970659268,0,0
DEx-XYZ,42,76561198066146939,1730,0
EDeSpAiR21,0,76561198035564403,0,0
eternalblast,105,76561198042307503,350,0
76561198066183089,0,76561198066183089,0,0
1870380085,43,76561198067489196,0,0
eterna_amn,107,76561198045846956,581,0
76561198067701049,88,76561198067701049,64,0
76561198070692098,55,76561198070692098,66,0
TempestNZ,112,76561198064379730,1339,0
ethreneral,0,76561198043347959,0,0
Etoka,215,76561198056849848,34,0
ETomb,0,76561198049123756,0,0
76561198156395131,14,76561198156395131,0,0
luizturazzi,0,76561198091878178,0,0
Pinguinbeta18,374,76561198078381993,6732,0
Eudanil,336,76561198011930495,0,0
76561198048578169,42,76561198048578169,11131,0
Euluncia,62,76561198065422808,688,0
eunmac,743,76561197968788420,0,0
76561198000734300,46,76561198000734300,47,0
Tropic_Thunder_,43,76561198088493430,465,0
76561198015083155,0,76561198015083155,0,0
Vanxe123,96,76561198093237523,2986,0
Vanxe123,96,76561198093237523,2986,0
EvenGonna,349,76561198035057757,0,0
Everae,387,76561198000762928,0,0
BitchIAmGod,23,76561198014374726,66,0
Alphawolf197,87,76561198066399360,74,0
76561198065923342,303,76561198065923342,64,0
76561198064838276,108,76561198064838276,6,0
76561198062630600,55,76561198062630600,6578,0
Eviloverlord1987BC,429,76561197984754795,2245,0
76561198044138699,53,76561198044138699,919,0
76561197972468173,41,76561197972468173,1,0
76561198064708436,117,76561198064708436,19901,0
evilcow95,74,76561198047701165,274,0
evildolphin,0,76561197982456165,0,0
76561198102826090,13,76561198102826090,352,0
76561198080634902,0,76561198080634902,0,0
evilkenshin,0,76561197983667863,0,0
76561198088356010,0,76561198088356010,0,0
76561198057024031,90,76561198057024031,1430,0
76561197981374310,205,76561197981374310,0,0
evlibz,0,76561198059585833,0,0
76561198047541870,32,76561198047541870,1,0
76561197970532600,0,76561197970532600,0,0
76561198063767009,0,76561198063767009,0,0
76561198079314344,90,76561198079314344,1569,0
76561197993683970,21,76561197993683970,62,0
76561197968108638,53,76561197968108638,0,0
excelrox,57,76561198063258416,1314,0
76561198065775532,116,76561198065775532,87,0
76561198135975055,61,76561198135975055,762,0
nten,0,76561197963394787,0,0
Exhilaration,113,76561198050245556,188,0
Exiduus,89,76561198013813148,22,0
76561198046471530,0,76561198046471530,0,0
76561198128996717,57,76561198128996717,14552,0
76561198062136873,52,76561198062136873,605,0
chroniclescreation,77,76561198039193880,992,0
Exodus20010,48,76561198101614439,5146,0
firestreaker,601,76561198046921092,289,0
fam4,67,76561198076420332,1520,0
Amaradas,291,76561197968720117,120,0
Externalz,101,76561197973793713,3,0
EpicNoDice,193,76561198062013602,22,0
ExtraEdition,54,76561198087538657,1730,0
ExtraSpicySauce,30,76561198086607284,235,0
76561197970529590,112,76561197970529590,927,0
chrisread672,126,76561198042875707,162,0
extronic,799,76561197962465191,0,0
76561198083305302,19,76561198083305302,0,0
76561197999907582,0,76561197999907582,0,0
RazEcs,46,76561198077188744,1041,0
76561198007327704,122,76561198007327704,0,0
Eyri,4,76561198095163182,1179,0
76561198072503989,42,76561198072503989,0,0
76561198018460207,0,76561198018460207,0,0
Sweetnurs,74,76561198042419321,699,0
cellan43,9,76561198244616408,120,0
76561198078754047,10,76561198078754047,431,0
Ezenthar,153,76561198059948563,40,0
76561198076257956,9,76561198076257956,0,0
gaynurds,144,76561198043580150,0,0
faffandtheworldfaffswithyou,193,76561198045826163,76,0
Teravoltbuster,0,76561198082968996,0,0
76561198050364912,18,76561198050364912,204,0
76561198066295384,91,76561198066295384,150,0
76561198026409973,274,76561198026409973,49,0
76561198019662432,117,76561198019662432,120,0
76561198046510033,75,76561198046510033,3364,7
76561198091572560,44,76561198091572560,5159,78
MrJakeKingdem,228,76561198001277825,277,0
fab032,127,76561198045917075,149,0
feechdoingwork,43,76561198069578803,279,0
minecraftmodder,66,76561198059470791,20380,0
LucasArthur,167,76561198063654257,4778,0
76561198098358388,70,76561198098358388,849,0
dogrider,31,76561198087574350,553,0
76561198060177221,329,76561198060177221,17,0
breadedaustralia,77,76561198068909960,1130,0
76561198063505988,53,76561198063505988,2388,0
76561198084326547,17,76561198084326547,61,0
digitalgateway777,26,76561198174851581,0,0
novaroguex,292,76561198040774092,29,0
faaipdg,0,76561198013594005,0,0
76561198015496188,25,76561198015496188,765,0
Faawks,456,76561197974207428,0,0
Letachal,412,76561198076558826,1381,0
fabledhyperdrive,0,76561198060558848,0,0
bigchillkid,256,76561198072840422,6392,0
76561198090604018,18,76561198090604018,0,0
76561198016156059,95,76561198016156059,10,0
therealfacemcshooty,199,76561198061805350,445,0
76561198051914672,0,76561198051914672,0,0
DannyV8,90,76561198046182328,74301,1581
76561197960666461,17,76561197960666461,230,0
FadedTemplar,0,76561197992911968,0,0
Fadz,173,76561197994458997,30150,0
76561198032428003,0,76561198032428003,0,0
76561198010349264,77,76561198010349264,1573,0
76561198068980147,35,76561198068980147,129,0
Ifuckedmycompanioncube,90,76561198045389251,6586,0
76561198084686561,0,76561198084686561,0,0
76561198007213325,0,76561198007213325,0,0
76561198055775587,38,76561198055775587,731,0
FahRockZa,130,76561198084776196,1203,0
76561198065558436,20,76561198065558436,96,0
failninja1,12,76561198037012803,276,0
76561198044037828,0,76561198044037828,0,0
faithisfake,8,76561198081434167,3849,0
76561198065942423,5,76561198065942423,5101,0
gramedota,20,76561198104707094,21,0
oishigreenteaisaverynicedrink,176,76561198097448786,6865,28
FALL3NAngel,38,76561198086302172,2326,0
76561198066445452,26,76561198066445452,4573,0
fallnavngr,0,76561197993302342,0,0
ManFallout,130,76561198091923720,3996,0
76561198076307555,143,76561198076307555,1405,0
76561198043462206,211,76561198043462206,17,0
YOIYW,0,76561198015079288,0,0
starrymaker,0,76561198035512866,0,0
Wharbagarble,293,76561198056638934,520,0
JGamerHC,40,76561198091283549,6761,0
76561197965059579,63,76561197965059579,7514,0
76561198061001172,68,76561198061001172,496,0
76561198083453517,34,76561198083453517,358,0
Deathomega313,82,76561198059985163,65,0
fantomexican,233,76561198073353232,171,0
76561198063113447,136,76561198063113447,0,0
76561198065773341,177,76561198065773341,39,0
76561198077199736,48,76561198077199736,3863,0
76561197987394736,0,76561197987394736,0,0
76561197960877600,24,76561197960877600,256,0
76561198040200665,107,76561198040200665,989,0
farsight87,56,76561198065270257,75,0
76561198064156100,41,76561198064156100,240,0
76561198053306375,89,76561198053306375,0,0
Billy_The_Dog,46,76561198045404324,92,0
fastik4321,126,76561198044286156,106,0
76561198060033965,55,76561198060033965,1081,0
FatChicken420,117,76561198098840839,821,0
76561198091325442,51,76561198091325442,43950,0
FaTalFLaVoR,0,76561198067275494,0,0
76561197961572037,17,76561197961572037,89,0
feemdeusenosirmao,107,76561198052646174,624,228
76561198093380344,112,76561198093380344,46,0
fatkings,87,76561198075965336,139,0
76561198088815236,50,76561198088815236,0,0
76561198041749839,250,76561198041749839,54,0
bbcsfaul,52,76561198170629807,970,0
FAXILITY_D,141,76561198073168293,7580,0
76561198077794867,84,76561198077794867,2570,0
76561198066375702,118,76561198066375702,38,0
EthoXGaming,81,76561198062852693,10470,35
76561198077794867,84,76561198077794867,2570,0
76561198066375702,118,76561198066375702,38,0
EthoXGaming,81,76561198062852693,10470,35
SwiggitySwagDog,0,76561198068882731,0,0
slickdog10,46,76561198049385034,148,0
76561197971077817,85,76561197971077817,102,0
76561198057948935,9,76561198057948935,1983,0
fazz,21,76561197960880751,0,0
nene_oficial,186,76561198255703790,508,0
FalconsProfile,8,76561198280890255,798,0
76561198047208774,74,76561198047208774,115667,115
Thienloras,68,76561198051896247,379,0
76561198064856398,63,76561198064856398,6251,0
fearedwolf64,156,76561198052602762,3618,0
fearofshorts,899,76561197992006300,10439,0
76561198041584262,35,76561198041584262,3929,0
76561198011735059,249,76561198011735059,1722,0
Rushalike,132,76561198050622998,129,0
federige,206,76561198034295088,19469,1
76561198049506705,0,76561198049506705,0,0
Raxxum,0,76561197978380878,0,0
absolutelyzero,30,76561198073676282,0,0
s2006mark,31,76561198068887769,745,0
Feels345,90,76561198033897465,0,0
76561198070259583,28,76561198070259583,16674,0
Johnnyfuckingwonny,67,76561198062682327,264,0
76561198095400437,21,76561198095400437,0,0
76561198085571748,36,76561198085571748,6262,0
staticpanda,50,76561198062827369,40,0
76561198050582418,80,76561198050582418,27313,743
choprang,75,76561198092181893,192,0
Fell4Gaming,0,76561198092251930,0,0
feltpen_46,0,76561198055363266,0,0
FemBoy1998-AU,0,76561198003501898,0,0
76561198058441121,176,76561198058441121,0,0
76561198057540371,152,76561198057540371,85,0
fenetic,1543,76561198029532782,0,0
MidNightScott,0,76561198136862535,0,0
Flashfennec,87,76561198078383328,6886,0
TheShadowStricken,91,76561198047874086,9580,0
lachlan2332,100,76561198131811697,0,0
AzzCat95,178,76561198036966947,32,0
ClumsyAirplane,39,76561198050774742,2124,0
FestiveDuckGaming,19,76561198132727234,3666,1
76561198062788314,0,76561198062788314,0,0
Feyruneda,122,76561198054263824,76,0
Ffourfive,107,76561198086238128,1,0
Two2015,0,76561198049530246,0,0
76561198097352957,5,76561198097352957,2319,0
ITS-A-FIDO,307,76561198047985731,316,0
76561198032083566,0,76561198032083566,0,0
76561198032083566,0,76561198032083566,0,0
FieryWolf29,200,76561198070344927,721,0
76561198092261711,20,76561198092261711,120,0
FiggidyJiggidy,220,76561198020444922,5152,0
76561198059849113,17,76561198059849113,7580,0
76561198001589640,44,76561198001589640,0,0
76561198093816684,25,76561198093816684,3670,0
76561198079316104,30,76561198079316104,1950,0
76561198090110632,177,76561198090110632,68,0
thisisTAYZ,52,76561198070194622,96,0
petershitlord,80,76561198070932522,7007,0
76561198091072879,23,76561198091072879,1872,0
76561198012076358,451,76561198012076358,266,0
76561198058893933,29,76561198058893933,808,0
76561198059230493,29,76561198059230493,1662,0
76561198028698255,0,76561198028698255,0,0
76561198078144206,110,76561198078144206,580,0
nikier,27,76561198062289918,5,0
Findoogle,172,76561198067040745,212,0
76561198093441769,76,76561198093441769,2929,0
AAETCMLK,115,76561198072980070,26,0
76561198012190714,72,76561198012190714,7,0
Nightmare3456,378,76561198014231189,576,0
Elegiggle322,63,76561198049659934,19,0
finnix17,18,76561198074694619,3295,888
spacemarineman95,0,76561198023966890,0,0
76561198039871727,228,76561198039871727,55,0
FinrayPEWPEW,84,76561198059309307,11423,0
killthewildlife,101,76561197964052765,0,0
FireBathz,81,76561198046911643,661,0
76561198086477921,57,76561198086477921,111,0
76561198003094896,23,76561198003094896,1069,0
Firefly_Rain,39,76561198062342589,195,0
76561198079354308,0,76561198079354308,0,0
76561198059743525,140,76561198059743525,157,0
76561198012424984,81,76561198012424984,1140,0
FireHalo,42,76561198078990714,21850,0
76561198068937229,24,76561198068937229,0,0
76561198064195918,31,76561198064195918,831,0
76561198067903499,28,76561198067903499,315,0
PsychoFire,204,76561198067403746,4193,0
firestarter2001,181,76561198063811877,44,0
76561198077664872,73,76561198077664872,11219,0
76561198069536961,88,76561198069536961,79,0
firnin_hanks,106,76561198069470826,1909,0
mfsdb,56,76561198040225078,146,0
76561198075473858,102,76561198075473858,5618,0
76561198035451160,62,76561198035451160,90,0
76561198049028241,95,76561198049028241,2901,0
